STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,COU,Country,WASTE,Waste category,WST_OPER,Waste management operations,UNIT,Unit of measure,TIME_PERIOD,Year,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CHE,Switzerland,EE_SME,Screens and monitors,GEN,Waste generated,TH_T,Thousand tonnes,2021,,23,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CHE,Switzerland,EE_LMP,Lamps,GEN,Waste generated,TH_T,Thousand tonnes,2021,,2.058,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CHE,Switzerland,EE_LMP,Lamps,MKT,Products put on the market,TH_T,Thousand tonnes,2021,,2.109,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CHE,Switzerland,EE_LE,Large equipment,GEN,Waste generated,TH_T,Thousand tonnes,2021,,46,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CHE,Switzerland,EE_LE,Large equipment,MKT,Products put on the market,TH_T,Thousand tonnes,2021,,46.311,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CHE,Switzerland,EE_SE,Small equipment,GEN,Waste generated,TH_T,Thousand tonnes,2021,,71,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CHE,Switzerland,EE_SITTE,Small IT and telecommunication equipment,GEN,Waste generated,TH_T,Thousand tonnes,2021,,25,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,GBR,United Kingdom,EE6,Total waste,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,24.628,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,GBR,United Kingdom,EE_TEE,Temperature exchange equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,3.257,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,GBR,United Kingdom,EE_SME,Screens and monitors,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,2.084,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,GBR,United Kingdom,EE_LMP,Lamps,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,0.157,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,GBR,United Kingdom,EE_LE,Large equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,9.535,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,GBR,United Kingdom,EE_SE,Small equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,7.271,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,GBR,United Kingdom,EE_SITTE,Small IT and telecommunication equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,2.324,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,GBR,United Kingdom,EE6,Total waste,GEN,Waste generated,TH_T,Thousand tonnes,2021,,1658.719,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,GBR,United Kingdom,EE_TEE,Temperature exchange equipment,GEN,Waste generated,TH_T,Thousand tonnes,2021,,219.388,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,GBR,United Kingdom,EE_SME,Screens and monitors,GEN,Waste generated,TH_T,Thousand tonnes,2021,,140.382,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,GBR,United Kingdom,EE_LMP,Lamps,GEN,Waste generated,TH_T,Thousand tonnes,2021,,10.559,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,GBR,United Kingdom,EE_LE,Large equipment,GEN,Waste generated,TH_T,Thousand tonnes,2021,,642.169,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,GBR,United Kingdom,EE_SE,Small equipment,GEN,Waste generated,TH_T,Thousand tonnes,2021,,489.682,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,GBR,United Kingdom,EE_SITTE,Small IT and telecommunication equipment,GEN,Waste generated,TH_T,Thousand tonnes,2021,,156.539,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,USA,United States,EE6,Total waste,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,21.502,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,USA,United States,EE_TEE,Temperature exchange equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,3.847,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,USA,United States,EE_SME,Screens and monitors,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,2.656,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,USA,United States,EE_LMP,Lamps,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,0.221,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,USA,United States,EE_LE,Large equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,5.171,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,USA,United States,EE_SITTE,Small IT and telecommunication equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,2.232,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,USA,United States,EE6,Total waste,GEN,Waste generated,TH_T,Thousand tonnes,2021,,7136.3,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,USA,United States,EE_TEE,Temperature exchange equipment,GEN,Waste generated,TH_T,Thousand tonnes,2021,,1276.9,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,USA,United States,EE_SME,Screens and monitors,GEN,Waste generated,TH_T,Thousand tonnes,2021,,881.5,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,USA,United States,EE_LMP,Lamps,GEN,Waste generated,TH_T,Thousand tonnes,2021,,73.5,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,USA,United States,EE_LE,Large equipment,GEN,Waste generated,TH_T,Thousand tonnes,2021,,1716.3,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,USA,United States,EE_SE,Small equipment,GEN,Waste generated,TH_T,Thousand tonnes,2021,,2447.4,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,USA,United States,EE_SITTE,Small IT and telecommunication equipment,GEN,Waste generated,TH_T,Thousand tonnes,2021,,740.8,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,USA,United States,EE_SE,Small equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,7.374,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CHL,Chile,EE6,Total waste,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,10.011,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CHL,Chile,EE_TEE,Temperature exchange equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,2.185,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CHL,Chile,EE_SME,Screens and monitors,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,0.915,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CHL,Chile,EE_LMP,Lamps,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,0.203,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CHL,Chile,EE_LE,Large equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,3.049,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CHL,Chile,EE_SE,Small equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,2.846,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CHL,Chile,EE_SITTE,Small IT and telecommunication equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,0.864,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CHL,Chile,EE6,Total waste,GEN,Waste generated,TH_T,Thousand tonnes,2021,,197,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CHL,Chile,EE_TEE,Temperature exchange equipment,GEN,Waste generated,TH_T,Thousand tonnes,2021,,43,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CHL,Chile,EE_SME,Screens and monitors,GEN,Waste generated,TH_T,Thousand tonnes,2021,,18,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CHL,Chile,EE_LMP,Lamps,GEN,Waste generated,TH_T,Thousand tonnes,2021,,4,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CHL,Chile,EE_LE,Large equipment,GEN,Waste generated,TH_T,Thousand tonnes,2021,,60,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CHL,Chile,EE_SE,Small equipment,GEN,Waste generated,TH_T,Thousand tonnes,2021,,56,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CHL,Chile,EE_SITTE,Small IT and telecommunication equipment,GEN,Waste generated,TH_T,Thousand tonnes,2021,,17,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,COL,Colombia,EE6,Total waste,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,6.522,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,COL,Colombia,EE6,Total waste,MKT,Products put on the market,KG_HAB,Kilograms per capita,2021,,4.767,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,COL,Colombia,EE6,Total waste,COL,Waste collected,KG_HAB,Kilograms per capita,2021,,0.092,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,COL,Colombia,EE_TEE,Temperature exchange equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,1.738,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,COL,Colombia,EE_TEE,Temperature exchange equipment,MKT,Products put on the market,KG_HAB,Kilograms per capita,2021,,0.716,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,COL,Colombia,EE_SME,Screens and monitors,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,0.879,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,COL,Colombia,EE_SME,Screens and monitors,MKT,Products put on the market,KG_HAB,Kilograms per capita,2021,,0.424,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,COL,Colombia,EE_SME,Screens and monitors,COL,Waste collected,KG_HAB,Kilograms per capita,2021,,0.074,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,COL,Colombia,EE_LMP,Lamps,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,0.117,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,COL,Colombia,EE_LMP,Lamps,MKT,Products put on the market,KG_HAB,Kilograms per capita,2021,,0.234,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,COL,Colombia,EE_LMP,Lamps,COL,Waste collected,KG_HAB,Kilograms per capita,2021,,0.018,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,COL,Colombia,EE_LE,Large equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,1.074,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,COL,Colombia,EE_LE,Large equipment,MKT,Products put on the market,KG_HAB,Kilograms per capita,2021,,0.769,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,COL,Colombia,EE_SE,Small equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,2.129,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,COL,Colombia,EE_SE,Small equipment,MKT,Products put on the market,KG_HAB,Kilograms per capita,2021,,2.18,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,COL,Colombia,EE_SITTE,Small IT and telecommunication equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,0.586,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,COL,Colombia,EE_SITTE,Small IT and telecommunication equipment,MKT,Products put on the market,KG_HAB,Kilograms per capita,2021,,0.443,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,COL,Colombia,EE6,Total waste,GEN,Waste generated,TH_T,Thousand tonnes,2021,,334,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,COL,Colombia,EE6,Total waste,MKT,Products put on the market,TH_T,Thousand tonnes,2021,,244.09,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,COL,Colombia,EE6,Total waste,COL,Waste collected,TH_T,Thousand tonnes,2021,,4.714,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,COL,Colombia,EE_TEE,Temperature exchange equipment,GEN,Waste generated,TH_T,Thousand tonnes,2021,,89,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,COL,Colombia,EE_TEE,Temperature exchange equipment,MKT,Products put on the market,TH_T,Thousand tonnes,2021,,36.647,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,COL,Colombia,EE_SME,Screens and monitors,GEN,Waste generated,TH_T,Thousand tonnes,2021,,45,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,COL,Colombia,EE_SME,Screens and monitors,MKT,Products put on the market,TH_T,Thousand tonnes,2021,,21.719,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,COL,Colombia,EE_SME,Screens and monitors,COL,Waste collected,TH_T,Thousand tonnes,2021,,3.807,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,COL,Colombia,EE_LMP,Lamps,GEN,Waste generated,TH_T,Thousand tonnes,2021,,6,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,COL,Colombia,EE_LMP,Lamps,MKT,Products put on the market,TH_T,Thousand tonnes,2021,,11.996,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,COL,Colombia,EE_LMP,Lamps,COL,Waste collected,TH_T,Thousand tonnes,2021,,0.907,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,COL,Colombia,EE_LE,Large equipment,GEN,Waste generated,TH_T,Thousand tonnes,2021,,55,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,COL,Colombia,EE_LE,Large equipment,MKT,Products put on the market,TH_T,Thousand tonnes,2021,,39.379,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,COL,Colombia,EE_SE,Small equipment,GEN,Waste generated,TH_T,Thousand tonnes,2021,,109,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,COL,Colombia,EE_SE,Small equipment,MKT,Products put on the market,TH_T,Thousand tonnes,2021,,111.642,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,COL,Colombia,EE_SITTE,Small IT and telecommunication equipment,GEN,Waste generated,TH_T,Thousand tonnes,2021,,30,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,COL,Colombia,EE_SITTE,Small IT and telecommunication equipment,MKT,Products put on the market,TH_T,Thousand tonnes,2021,,22.707,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE6,Total waste,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,13.494,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE6,Total waste,COL,Waste collected,KG_HAB,Kilograms per capita,2021,,1.101,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE_TEE,Temperature exchange equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,2.51,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE_TEE,Temperature exchange equipment,MKT,Products put on the market,KG_HAB,Kilograms per capita,2021,,3.629,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE_TEE,Temperature exchange equipment,COL,Waste collected,KG_HAB,Kilograms per capita,2021,,0.261,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE_SME,Screens and monitors,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,1.556,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE_SME,Screens and monitors,MKT,Products put on the market,KG_HAB,Kilograms per capita,2021,,1.163,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE_SME,Screens and monitors,COL,Waste collected,KG_HAB,Kilograms per capita,2021,,0.118,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE_LMP,Lamps,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,0.34,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE_LMP,Lamps,MKT,Products put on the market,KG_HAB,Kilograms per capita,2021,,0.154,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE_LMP,Lamps,COL,Waste collected,KG_HAB,Kilograms per capita,2021,,0.017,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE_LE,Large equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,2.352,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE_LE,Large equipment,MKT,Products put on the market,KG_HAB,Kilograms per capita,2021,,3.44,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE_LE,Large equipment,COL,Waste collected,KG_HAB,Kilograms per capita,2021,,0.147,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE6,Total waste,MKT,Products put on the market,KG_HAB,Kilograms per capita,2021,,16.689,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE_SE,Small equipment,MKT,Products put on the market,KG_HAB,Kilograms per capita,2021,,7.298,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE_SE,Small equipment,COL,Waste collected,KG_HAB,Kilograms per capita,2021,,0.252,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE_SITTE,Small IT and telecommunication equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,1.124,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE_SITTE,Small IT and telecommunication equipment,MKT,Products put on the market,KG_HAB,Kilograms per capita,2021,,1.003,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE_SITTE,Small IT and telecommunication equipment,COL,Waste collected,KG_HAB,Kilograms per capita,2021,,0.306,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE6,Total waste,GEN,Waste generated,TH_T,Thousand tonnes,2021,,69.671,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE6,Total waste,MKT,Products put on the market,TH_T,Thousand tonnes,2021,,86.165,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE6,Total waste,COL,Waste collected,TH_T,Thousand tonnes,2021,,5.687,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE_TEE,Temperature exchange equipment,GEN,Waste generated,TH_T,Thousand tonnes,2021,,12.96,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE_TEE,Temperature exchange equipment,MKT,Products put on the market,TH_T,Thousand tonnes,2021,,18.739,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE_TEE,Temperature exchange equipment,COL,Waste collected,TH_T,Thousand tonnes,2021,,1.347,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE_SME,Screens and monitors,GEN,Waste generated,TH_T,Thousand tonnes,2021,,8.034,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE_SME,Screens and monitors,MKT,Products put on the market,TH_T,Thousand tonnes,2021,,6.006,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE_SME,Screens and monitors,COL,Waste collected,TH_T,Thousand tonnes,2021,,0.61,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE_SE,Small equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,5.612,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE_LMP,Lamps,GEN,Waste generated,TH_T,Thousand tonnes,2021,,1.755,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE_LMP,Lamps,MKT,Products put on the market,TH_T,Thousand tonnes,2021,,0.797,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE_LMP,Lamps,COL,Waste collected,TH_T,Thousand tonnes,2021,,0.09,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE_LE,Large equipment,GEN,Waste generated,TH_T,Thousand tonnes,2021,,12.142,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE_LE,Large equipment,MKT,Products put on the market,TH_T,Thousand tonnes,2021,,17.76,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE_LE,Large equipment,COL,Waste collected,TH_T,Thousand tonnes,2021,,0.76,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE_SE,Small equipment,GEN,Waste generated,TH_T,Thousand tonnes,2021,,28.977,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE_SE,Small equipment,MKT,Products put on the market,TH_T,Thousand tonnes,2021,,37.682,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE_SE,Small equipment,COL,Waste collected,TH_T,Thousand tonnes,2021,,1.3,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE_SITTE,Small IT and telecommunication equipment,GEN,Waste generated,TH_T,Thousand tonnes,2021,,5.803,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE_SITTE,Small IT and telecommunication equipment,MKT,Products put on the market,TH_T,Thousand tonnes,2021,,5.181,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CRI,Costa Rica,EE_SITTE,Small IT and telecommunication equipment,COL,Waste collected,TH_T,Thousand tonnes,2021,,1.58,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE6,Total waste,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,14.558,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE6,Total waste,COL,Waste collected,KG_HAB,Kilograms per capita,2021,,9.664,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE_TEE,Temperature exchange equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,3.524,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE_TEE,Temperature exchange equipment,COL,Waste collected,KG_HAB,Kilograms per capita,2021,,1.463,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE_SME,Screens and monitors,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,1.388,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE_SME,Screens and monitors,COL,Waste collected,KG_HAB,Kilograms per capita,2021,,0.053,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE_LMP,Lamps,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,0.214,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE_LMP,Lamps,COL,Waste collected,KG_HAB,Kilograms per capita,2021,,0.021,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE_LE,Large equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,3.951,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE_LE,Large equipment,COL,Waste collected,KG_HAB,Kilograms per capita,2021,,6.289,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE_SE,Small equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,4.698,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE_SE,Small equipment,COL,Waste collected,KG_HAB,Kilograms per capita,2021,,1.527,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE_SITTE,Small IT and telecommunication equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2021,,1.281,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE_SITTE,Small IT and telecommunication equipment,COL,Waste collected,KG_HAB,Kilograms per capita,2021,,0.31,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE6,Total waste,GEN,Waste generated,TH_T,Thousand tonnes,2021,,136.336,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE6,Total waste,COL,Waste collected,TH_T,Thousand tonnes,2021,,90.5,,A,,,,,,,
